human_symbol	dog_symbol	orthology_type	human_logFC	human_adj.P	human_is_sig_strict	human_dir_strict	human_is_sig_broad	human_dir_broad	dog_logFC	dog_adj.P	dog_is_sig_strict	dog_dir_strict	dog_is_sig_broad	dog_dir_broad
SEC14L2	SEC14L2	ortholog_one2one	-1.3408218052424257	1.1112015601336072e-45	FALSE	nonsig	TRUE	down	-0.636679173913043	2.5092980021030483e-6	FALSE	nonsig	TRUE	down
CCNB3	CCNB3	ortholog_one2one	1.1026918017818197	6.49870703805366e-38	FALSE	nonsig	TRUE	up	1.6190350217391305	4.885036823607635e-6	TRUE	up	TRUE	up
GGTLC2	GGT1	ortholog_one2many	-1.2411993107878805	3.43140920828945e-39	FALSE	nonsig	TRUE	down	-1.4301137826086954	7.615337893781975e-4	TRUE	down	TRUE	down
KCTD1	KCTD1	ortholog_one2one	-1.589264716833335	1.1808422300030912e-38	TRUE	down	TRUE	down	-0.5369528913043475	5.9621758092157257e-5	FALSE	nonsig	TRUE	down
THAP10	THAP10	ortholog_one2one	1.9823388166000024	5.2751482167747135e-36	TRUE	up	TRUE	up	0.7014772608695659	0.00247310529096814	FALSE	nonsig	TRUE	up
DKK4	DKK4	ortholog_one2one	-1.1813345897030312	2.5352378863898988e-37	FALSE	nonsig	TRUE	down	-0.8322583913043479	2.488159939457222e-4	FALSE	nonsig	TRUE	down
FRMPD1	FRMPD1	ortholog_one2one	-1.5698717753030318	1.1925754512573846e-44	TRUE	down	TRUE	down	-1.6614478260869563	2.4782372783709357e-7	TRUE	down	TRUE	down
PGLYRP1	PGLYRP1	ortholog_one2one	-1.5190915395030316	2.3096748635229293e-46	TRUE	down	TRUE	down	-1.2044940869565222	0.02946058220462692	TRUE	down	TRUE	down
FABP2	FABP2	ortholog_one2one	-2.078234584103032	7.020299411518255e-61	TRUE	down	TRUE	down	-3.999793260869566	3.2199292172144033e-4	TRUE	down	TRUE	down
SLC25A31	SLC25A31	ortholog_one2one	1.064550066587879	1.288466743433238e-51	FALSE	nonsig	TRUE	up	0.8632455652173916	2.1463042205536335e-5	FALSE	nonsig	TRUE	up
MYOM1	MYOM1	ortholog_one2one	-2.498419855654547	8.811519011533542e-40	TRUE	down	TRUE	down	-2.177554869565218	1.4728674874607917e-6	TRUE	down	TRUE	down
HTR7	HTR7	ortholog_one2one	-1.3208915691212135	3.2273437534396143e-47	FALSE	nonsig	TRUE	down	-0.5075272391304348	0.09992464575691087	FALSE	nonsig	TRUE	down
FBN1	FBN1	ortholog_one2one	4.290120238739398	3.913052156076131e-34	TRUE	up	TRUE	up	0.5769096413043483	0.03954187232436966	FALSE	nonsig	TRUE	up
ZNF550	ZNF550	ortholog_one2one	-2.2075373668909113	3.5004843361204066e-37	TRUE	down	TRUE	down	-0.6492998043478257	1.540445283735598e-5	FALSE	nonsig	TRUE	down
FOXP3	FOXP3	ortholog_one2one	-1.646661044048486	1.019947804200309e-38	TRUE	down	TRUE	down	-1.5172837391304348	5.594020801519044e-9	TRUE	down	TRUE	down
RND1	RND1	ortholog_one2one	1.723838463739396	1.4002550488488836e-42	TRUE	up	TRUE	up	1.350518173913044	2.6548901584709397e-5	TRUE	up	TRUE	up
TMEM167A	TMEM167A	ortholog_one2one	2.04344774577273	6.019655079387308e-33	TRUE	up	TRUE	up	0.6576908695652188	9.769921125711357e-8	FALSE	nonsig	TRUE	up
PLEK2	PLEK2	ortholog_one2one	2.0974674476969715	5.3782958007261036e-46	TRUE	up	TRUE	up	1.3698521304347828	7.282764142144518e-4	TRUE	up	TRUE	up
PTMS	PTMS	ortholog_one2one	-3.8791895848060647	1.6911926660972465e-63	TRUE	down	TRUE	down	-0.5625107717391304	0.00121444696933939	FALSE	nonsig	TRUE	down
EPB41L1	EPB41L1	ortholog_one2one	-1.255376399012123	2.898266694120613e-33	FALSE	nonsig	TRUE	down	-0.7755920217391304	4.417871182508309e-7	FALSE	nonsig	TRUE	down
GGT1	GGT1	ortholog_one2many	-1.262837819969698	1.4201428730881057e-37	FALSE	nonsig	TRUE	down	-1.4301137826086954	7.615337893781975e-4	TRUE	down	TRUE	down
TDO2	TDO2	ortholog_one2one	2.1623126795666683	1.7812680144362726e-34	TRUE	up	TRUE	up	1.3026288985507255	3.304857912302824e-4	TRUE	up	TRUE	up
TMEM156	TMEM156	ortholog_one2one	-3.287078049381821	3.850013668529771e-35	TRUE	down	TRUE	down	-0.54181652173913	0.01007730189584461	FALSE	nonsig	TRUE	down
SYCE1	SYCE1	ortholog_one2one	-1.6815596986969716	5.552947619937246e-53	TRUE	down	TRUE	down	-0.9341969420289856	6.07173965107053e-5	FALSE	nonsig	TRUE	down
SASS6	SASS6	ortholog_one2one	2.5508191986909123	1.917601933784817e-40	TRUE	up	TRUE	up	1.0762019130434783	6.994930852104013e-9	TRUE	up	TRUE	up
ZNF483	ZNF483	ortholog_one2one	-2.0815073065818197	3.254379630093181e-60	TRUE	down	TRUE	down	-1.0423346086956518	3.26362605367129e-8	TRUE	down	TRUE	down
DLX5	DLX5	ortholog_one2one	-1.2935350256303046	3.105235577560319e-40	FALSE	nonsig	TRUE	down	-0.5181358260869562	0.00692564472749336	FALSE	nonsig	TRUE	down
ABCA4	ABCA4	ortholog_one2one	-1.0386863704636382	3.289787535399113e-43	FALSE	nonsig	TRUE	down	-1.1120975	3.443215223868011e-5	TRUE	down	TRUE	down
YWHAG	YWHAG	ortholog_one2one	1.680596865575759	6.013922607193475e-33	TRUE	up	TRUE	up	0.5906300217391308	1.914172019700396e-4	FALSE	nonsig	TRUE	up
TEKT3	TEKT3	ortholog_one2one	-1.614962727660608	6.6171783920815876e-46	TRUE	down	TRUE	down	-0.8465302608695648	0.00372896051030945	FALSE	nonsig	TRUE	down
APOA1	APOA1	ortholog_one2one	-1.961528257430305	2.9076772877756415e-58	TRUE	down	TRUE	down	-0.6264641739130428	0.0010838438123141	FALSE	nonsig	TRUE	down
ARL3	ARL3	ortholog_one2one	-1.401227889539395	9.213062220677717e-48	FALSE	nonsig	TRUE	down	-0.5547041086956518	1.1220800736705256e-4	FALSE	nonsig	TRUE	down
MTHFD1	MTHFD1	ortholog_one2many	3.315738315993943	4.381849511201826e-41	TRUE	up	TRUE	up	0.9655695000000002	4.2630227170137706e-8	FALSE	nonsig	TRUE	up
CALML6	CALML6	ortholog_one2one	-1.5003966891030327	9.395841460696472e-36	TRUE	down	TRUE	down	-0.91436156521739	3.895813713422237e-4	FALSE	nonsig	TRUE	down
CBLC	CBLC	ortholog_one2one	-1.4313441688181834	6.316606443990053e-43	FALSE	nonsig	TRUE	down	-1.1684570869565216	1.427597364861068e-4	TRUE	down	TRUE	down
TNFRSF4	TNFRSF4	ortholog_one2one	-1.9802824294727297	9.80698103198263e-37	TRUE	down	TRUE	down	-1.9588045217391308	1.130820111821847e-9	TRUE	down	TRUE	down
HOXA4	HOXA4	ortholog_one2one	-1.3065376441272745	1.4500583719999248e-32	FALSE	nonsig	TRUE	down	-1.4870246521739123	1.2509518331497682e-7	TRUE	down	TRUE	down
HGFAC	HGFAC	ortholog_one2one	-2.8470459609515184	2.620400491702818e-72	TRUE	down	TRUE	down	-1.2351999130434774	7.231465176690462e-5	TRUE	down	TRUE	down
SLC39A8	SLC39A8	ortholog_one2one	-3.027093340948488	1.675660712416086e-33	TRUE	down	TRUE	down	-0.5211019130434785	0.02800253989900744	FALSE	nonsig	TRUE	down
TMEM61	TMEM61	ortholog_one2one	-1.141267777272728	7.906955610608465e-38	FALSE	nonsig	TRUE	down	-0.654087565217391	0.00511004207804079	FALSE	nonsig	TRUE	down
COL4A3	COL4A3	ortholog_one2one	-2.495258035654549	2.473590996103146e-36	TRUE	down	TRUE	down	-0.6944318043478264	2.1820772772687325e-4	FALSE	nonsig	TRUE	down
CPT1C	CPT1C	ortholog_one2one	-1.7145511077272744	7.523852923280663e-44	TRUE	down	TRUE	down	-1.3649447173913036	7.682973986515774e-5	TRUE	down	TRUE	down
CPEB3	CPEB3	ortholog_one2one	-2.2538970001030325	5.280613479399584e-38	TRUE	down	TRUE	down	-0.5295093478260866	1.862494550945626e-6	FALSE	nonsig	TRUE	down
CYP3A43	CYP3A26	ortholog_many2many	-1.1232062742515163	1.2471583966954256e-44	FALSE	nonsig	TRUE	down	-3.028574347826088	0.00870936518594887	TRUE	down	TRUE	down
CHAC2	CHAC2	ortholog_one2one	3.883986526296973	2.098524971141964e-34	TRUE	up	TRUE	up	0.7117490000000005	9.468791830144254e-6	FALSE	nonsig	TRUE	up
PRICKLE3	PRICKLE3	ortholog_one2one	-2.1119975516303047	9.425934949910616e-36	TRUE	down	TRUE	down	-0.6777149999999995	3.522750965719152e-4	FALSE	nonsig	TRUE	down
ZNF205	ZNF205	ortholog_one2one	-1.600071689945456	2.436692455229545e-40	TRUE	down	TRUE	down	-0.8824469565217388	2.8098934213129547e-6	FALSE	nonsig	TRUE	down
MAP3K1	MAP3K1	ortholog_one2one	-2.4244497766030326	2.3171008326337677e-35	TRUE	down	TRUE	down	-0.5002514637681158	0.00309121261138303	FALSE	nonsig	TRUE	down
RGS10	RGS10	ortholog_one2one	-2.398529412618184	1.0292146443722547e-33	TRUE	down	TRUE	down	-1.754449999999999	2.8189926323765856e-8	TRUE	down	TRUE	down
KLHL24	KLHL24	ortholog_one2one	-2.8322612960363656	2.0798930241573305e-35	TRUE	down	TRUE	down	-0.5356872826086948	0.02035005788877026	FALSE	nonsig	TRUE	down
VAMP2	VAMP2	ortholog_one2one	-4.381690451642429	1.740030382682266e-56	TRUE	down	TRUE	down	-0.5822084782608692	9.028039409885051e-5	FALSE	nonsig	TRUE	down
SNCG	SNCG	ortholog_one2one	-2.272468361175761	5.018378359803087e-65	TRUE	down	TRUE	down	-1.1638873913043473	4.2064112414291546e-7	TRUE	down	TRUE	down
ITGA9	ITGA9	ortholog_one2one	-1.0591113732939412	6.002641327402482e-40	FALSE	nonsig	TRUE	down	-0.9458765217391306	1.702123479549248e-5	FALSE	nonsig	TRUE	down
MRPS35	MRPS35	ortholog_one2one	3.3270725782666695	2.6681790685300656e-50	TRUE	up	TRUE	up	0.7477651521739137	1.4037575942324463e-6	FALSE	nonsig	TRUE	up
LIX1L	LIX1L	ortholog_one2one	-2.464430149557577	5.551078490700486e-45	TRUE	down	TRUE	down	-0.5531799565217389	0.00161224937430335	FALSE	nonsig	TRUE	down
RHBDL2	RHBDL2	ortholog_one2one	-1.622241029321214	7.359676451202358e-34	TRUE	down	TRUE	down	-0.8420370869565207	0.00600597994689076	FALSE	nonsig	TRUE	down
SLC16A11	SLC16A11	ortholog_one2one	-2.4061414337060634	2.3368632829017945e-72	TRUE	down	TRUE	down	-1.069826304347826	6.131124815325551e-4	TRUE	down	TRUE	down
ATG4D	ATG4D	ortholog_one2one	-2.6525512158303055	7.681105654316342e-47	TRUE	down	TRUE	down	-0.8108747391304341	1.0792110706706083e-5	FALSE	nonsig	TRUE	down
MYCN	MYCN	ortholog_one2one	-1.0284859891151528	1.524297230533594e-39	FALSE	nonsig	TRUE	down	-0.7931688913043476	7.315554843395882e-4	FALSE	nonsig	TRUE	down
RND2	RND2	ortholog_one2one	-1.3150134124575767	2.5178700888665187e-44	FALSE	nonsig	TRUE	down	-1.381819869565217	5.4360877625038455e-6	TRUE	down	TRUE	down
VWA5B2	VWA5B2	ortholog_one2one	-1.4997138407030322	9.026880888020228e-51	FALSE	nonsig	TRUE	down	-0.570853782608695	2.135717826494043e-7	FALSE	nonsig	TRUE	down
THRA	THRA	ortholog_one2one	-1.244787567639395	6.635518505569707e-41	FALSE	nonsig	TRUE	down	-0.6186479565217384	8.379253523151248e-8	FALSE	nonsig	TRUE	down
HPN	HPN	ortholog_one2one	-1.2885532464848497	3.8011895875468525e-40	FALSE	nonsig	TRUE	down	-0.8732776956521735	0.0049970440320110596	FALSE	nonsig	TRUE	down
EPB41	EPB41	ortholog_one2one	-4.764517701390915	3.519008360894152e-81	TRUE	down	TRUE	down	-0.6085265869565212	0.00216872175207303	FALSE	nonsig	TRUE	down
ZNF514	ZNF514	ortholog_one2one	-3.084890817224245	1.9422724945992382e-38	TRUE	down	TRUE	down	-0.6624288695652168	6.167733248638811e-5	FALSE	nonsig	TRUE	down
TMEM17	TMEM17	ortholog_one2one	2.56439240557576	1.9647892349517202e-48	TRUE	up	TRUE	up	0.7684638115942029	0.00217130291142845	FALSE	nonsig	TRUE	up
PPA1	PPA1	ortholog_one2many	2.0548217044242447	1.940317160844507e-34	TRUE	up	TRUE	up	0.88359927536232	2.799305034634251e-5	FALSE	nonsig	TRUE	up
ABCA8	ABCA8	ortholog_one2one	-1.202468548260608	2.5501701646362566e-41	FALSE	nonsig	TRUE	down	-1.5010670434782607	0.00873450323686039	TRUE	down	TRUE	down
ITGB4	ITGB4	ortholog_one2one	-2.003395533600002	1.0928360115105674e-52	TRUE	down	TRUE	down	-1.1379983695652185	5.3613715001420816e-8	TRUE	down	TRUE	down
DDB1	DDB1	ortholog_one2one	3.362672291339396	1.170353107240601e-67	TRUE	up	TRUE	up	0.5132249782608693	6.701343223441309e-7	FALSE	nonsig	TRUE	up
ADAMTSL5	ADAMTSL5	ortholog_one2one	-1.087643104648487	3.651337628869734e-33	FALSE	nonsig	TRUE	down	-0.5286002173913039	7.890576279094805e-7	FALSE	nonsig	TRUE	down
USHBP1	USHBP1	ortholog_one2one	-1.2286728901212136	8.703371951438976e-44	FALSE	nonsig	TRUE	down	-0.8366893913043473	2.3511127038619824e-8	FALSE	nonsig	TRUE	down
ZNF709	ZNF791	ortholog_one2many	-1.5254451996484868	1.1445780030666761e-41	TRUE	down	TRUE	down	-1.5364297826086952	6.0916355776385055e-5	TRUE	down	TRUE	down
SGCA	SGCA	ortholog_one2one	-2.109113147454547	1.976021614997442e-44	TRUE	down	TRUE	down	-1.071680942028985	4.495754839968066e-6	TRUE	down	TRUE	down
MYH11	MYH11	ortholog_one2one	-2.8584073157515184	2.4783590521032374e-48	TRUE	down	TRUE	down	-1.1462050543478255	4.4801516681780334e-5	TRUE	down	TRUE	down
DDX21	DDX21	ortholog_one2one	1.854199177687881	2.728870735674866e-32	TRUE	up	TRUE	up	1.1588570000000007	3.75833211507663e-7	TRUE	up	TRUE	up
PTH1R	PTH1R	ortholog_one2one	-1.4461637848787892	5.916263894958817e-48	FALSE	nonsig	TRUE	down	-1.4104458260869566	2.0018348050291544e-7	TRUE	down	TRUE	down
ANAPC13	ANAPC13	ortholog_one2one	1.5535196388030317	1.4040112567272469e-34	TRUE	up	TRUE	up	0.5707771594202903	6.353009896290506e-5	FALSE	nonsig	TRUE	up
LRIG1	LRIG1	ortholog_one2one	-3.677378972430306	2.5372675225816207e-50	TRUE	down	TRUE	down	-0.6214399565217392	1.3369430323839826e-7	FALSE	nonsig	TRUE	down
CCL24	CCL24	ortholog_one2one	-1.7257876199212143	1.023290447456716e-51	TRUE	down	TRUE	down	-1.5849937826086948	0.00181557522692094	TRUE	down	TRUE	down
MYD88	MYD88	ortholog_one2one	2.60663762409091	2.0693449012460892e-37	TRUE	up	TRUE	up	0.6581781594202909	8.569074813897972e-7	FALSE	nonsig	TRUE	up
NTRK1	NTRK1	ortholog_one2one	-1.4058742340121226	1.9834886657909007e-43	FALSE	nonsig	TRUE	down	-0.7024876086956519	0.00425153933610482	FALSE	nonsig	TRUE	down
FN1	FN1	ortholog_one2one	6.18044112214546	3.3735439151366026e-37	TRUE	up	TRUE	up	0.5441224347826091	0.02546022134425848	FALSE	nonsig	TRUE	up
MAPRE3	MAPRE3	ortholog_one2one	-1.195347227351516	3.097470223801324e-36	FALSE	nonsig	TRUE	down	-1.1441213695652166	7.254285661673506e-10	TRUE	down	TRUE	down
ANGPTL1	ANGPTL1	ortholog_one2one	-3.822630994751521	1.4082769684245642e-53	TRUE	down	TRUE	down	-1.361217326086957	1.6298640429011217e-5	TRUE	down	TRUE	down
LRRC40	LRRC40	ortholog_one2one	1.538887582845457	5.590358500546011e-32	TRUE	up	TRUE	up	1.0838102173913042	1.0060035291216545e-7	TRUE	up	TRUE	up
DNMT3L	DNMT3L	ortholog_one2one	-1.325706377218183	1.6973202561354936e-27	FALSE	nonsig	TRUE	down	-0.5139441304347827	7.523134698436568e-5	FALSE	nonsig	TRUE	down
BTBD3	BTBD3	ortholog_one2one	2.6413846870181845	1.0024899708195938e-26	TRUE	up	TRUE	up	1.1180889565217391	0.00332499163610704	TRUE	up	TRUE	up
EBF4	EBF4	ortholog_one2one	-1.1577828915393948	5.885519906381046e-32	FALSE	nonsig	TRUE	down	-0.8211156086956517	1.726682250947657e-6	FALSE	nonsig	TRUE	down
YPEL1	YPEL1	ortholog_one2one	-2.2854077029636386	2.7365269651316907e-28	TRUE	down	TRUE	down	-0.5524259782608693	0.01759611725480796	FALSE	nonsig	TRUE	down
METTL4	METTL4	ortholog_one2one	1.3547913955393944	6.473127008310003e-24	FALSE	nonsig	TRUE	up	0.6616666739130438	2.562529333223015e-5	FALSE	nonsig	TRUE	up
SLC31A2	SLC31A2	ortholog_one2one	2.247981178587881	4.4487871575773525e-21	TRUE	up	TRUE	up	0.5598281086956522	0.01831605015227282	FALSE	nonsig	TRUE	up
PFKL	PFKL	ortholog_one2one	1.06335036139091	8.519580498387775e-20	FALSE	nonsig	TRUE	up	0.8221432391304353	0.00198982826882652	FALSE	nonsig	TRUE	up
TNFAIP8	TNFAIP8	ortholog_one2one	1.2351709162000015	4.644265245069769e-19	FALSE	nonsig	TRUE	up	0.5761465652173917	5.109064852644107e-5	FALSE	nonsig	TRUE	up
CASP8AP2	CASP8AP2	ortholog_one2one	1.6223673718636389	7.127112969205145e-21	TRUE	up	TRUE	up	0.6413884347826081	1.2723725694152292e-4	FALSE	nonsig	TRUE	up
EGR1	EGR1	ortholog_one2one	-2.804593208012124	7.963142239232869e-25	TRUE	down	TRUE	down	-1.211904434782609	0.00875651998395458	TRUE	down	TRUE	down
PVALB	PVALB	ortholog_one2one	-1.2215295506424255	5.957085770437038e-19	FALSE	nonsig	TRUE	down	-0.6436883913043475	0.01246101375143043	FALSE	nonsig	TRUE	down
CFL2	CFL2	ortholog_one2one	-2.1517103291818187	2.856031264130588e-28	TRUE	down	TRUE	down	-0.5515130652173906	7.8510913329754e-5	FALSE	nonsig	TRUE	down
NOP10	NOP10	ortholog_one2one	1.1295062273030303	8.667368249483572e-22	FALSE	nonsig	TRUE	up	0.8920149999999994	3.33842931811586e-8	FALSE	nonsig	TRUE	up
SLC25A32	SLC25A32	ortholog_one2one	1.6483890665696983	2.5838970392934537e-21	TRUE	up	TRUE	up	1.204880652173913	1.2809293077914316e-6	TRUE	up	TRUE	up
GGT7	GGT7	ortholog_one2one	-1.1812064754484868	7.570575360082244e-28	FALSE	nonsig	TRUE	down	-1.6245332608695648	2.6923859843636494e-9	TRUE	down	TRUE	down
GLIPR1	GLIPR1	ortholog_one2one	-2.1634037979090928	5.831186258428451e-20	TRUE	down	TRUE	down	-1.1324182608695637	7.863760529819088e-5	TRUE	down	TRUE	down
CLEC2D	CLEC2D	ortholog_one2one	-3.0248127857212164	2.168415786569708e-28	TRUE	down	TRUE	down	-0.6653553623188383	0.00319851176264967	FALSE	nonsig	TRUE	down
BCL2L1	BCL2L1	ortholog_one2one	-1.9850417061090937	3.0805143905032654e-25	TRUE	down	TRUE	down	-0.5292671956521725	7.23522102127305e-6	FALSE	nonsig	TRUE	down
EXPH5	EXPH5	ortholog_one2one	1.0636944229575769	9.673276450018388e-32	FALSE	nonsig	TRUE	up	0.6536716521739131	0.00135393038694208	FALSE	nonsig	TRUE	up
ACRV1	ACRV1	ortholog_one2one	-1.518559902793941	1.2440611547951303e-28	TRUE	down	TRUE	down	-0.7784980434782608	2.0860731226881977e-6	FALSE	nonsig	TRUE	down
HOXD10	HOXD10	ortholog_one2one	-1.2531254889696986	5.1869687916431154e-23	FALSE	nonsig	TRUE	down	-1.1933922608695644	4.0770394095675694e-5	TRUE	down	TRUE	down
USP18	USP18	ortholog_one2one	2.34329883898182	9.395862699665438e-27	TRUE	up	TRUE	up	1.929871086956522	7.770406308196935e-5	TRUE	up	TRUE	up
TRIB2	TRIB2	ortholog_one2one	-2.5956406270909103	3.9917019011709336e-19	TRUE	down	TRUE	down	-1.4693148695652167	8.609099752492068e-4	TRUE	down	TRUE	down
MTSS1	MTSS1	ortholog_one2one	-2.2396086768151533	3.0899065533292853e-19	TRUE	down	TRUE	down	-1.8331119565217384	4.00357203542845e-5	TRUE	down	TRUE	down
RTKN	RTKN	ortholog_one2one	-1.462113769166668	9.815586584644266e-22	FALSE	nonsig	TRUE	down	-0.8697046521739129	1.8291177225479795e-8	FALSE	nonsig	TRUE	down
RAD54B	RAD54B	ortholog_one2one	2.308236560896972	2.4799079511602635e-25	TRUE	up	TRUE	up	1.3798603043478266	1.070229544891073e-6	TRUE	up	TRUE	up
GAS2L1	GAS2L1	ortholog_one2one	-1.2210755092303038	8.499154808007705e-30	FALSE	nonsig	TRUE	down	-0.6532610217391303	1.2564156981893912e-5	FALSE	nonsig	TRUE	down
MED29	MED29	ortholog_one2one	-1.6805121119393962	1.1647361552660396e-27	TRUE	down	TRUE	down	-0.5846799999999993	9.664591910335462e-7	FALSE	nonsig	TRUE	down
HEATR5A	HEATR5A	ortholog_one2one	1.8277106690424263	3.447690616291044e-21	TRUE	up	TRUE	up	0.6162713913043475	6.89523092869574e-5	FALSE	nonsig	TRUE	up
FXYD1	FXYD1	ortholog_one2one	-1.3809184761818198	2.25638447906082e-29	FALSE	nonsig	TRUE	down	-1.5211778260869555	3.035489497529043e-7	TRUE	down	TRUE	down
THEM5	THEM5	ortholog_one2one	-2.3127592505636394	9.933579112415819e-24	TRUE	down	TRUE	down	-1.1420172173913037	0.00157646728023405	TRUE	down	TRUE	down
POP1	POP1	ortholog_one2one	2.620918714339397	2.1534206878391742e-27	TRUE	up	TRUE	up	0.8460176521739133	6.5002704934364615e-6	FALSE	nonsig	TRUE	up
PPP1R13B	PPP1R13B	ortholog_one2one	-2.2291185936545483	5.898230625760341e-32	TRUE	down	TRUE	down	-0.9455510724637674	1.623071628341951e-8	FALSE	nonsig	TRUE	down
MAP3K9	MAP3K9	ortholog_one2one	-1.0783131057060622	2.8874700349073172e-22	FALSE	nonsig	TRUE	down	-0.5300350217391306	4.840975149777178e-7	FALSE	nonsig	TRUE	down
HDHD2	HDHD2	ortholog_one2one	1.605990656018183	4.6798325926017127e-29	TRUE	up	TRUE	up	0.7198581086956529	7.611629860116292e-7	FALSE	nonsig	TRUE	up
GCLC	GCLC	ortholog_one2one	2.4176949721818217	1.5279210487382324e-24	TRUE	up	TRUE	up	0.708810608695653	0.00324059718339484	FALSE	nonsig	TRUE	up
TRIP13	TRIP13	ortholog_one2one	2.9288349386484875	1.1853039665969489e-21	TRUE	up	TRUE	up	1.511923304347826	2.8180209216152034e-8	TRUE	up	TRUE	up
RIPK2	RIPK2	ortholog_one2one	1.7466654824151533	1.6789676227925098e-24	TRUE	up	TRUE	up	0.9037575434782606	1.567351925056138e-4	FALSE	nonsig	TRUE	up
ZFHX3	ZFHX3	ortholog_one2one	-1.2588491570333342	6.0778021079425736e-27	FALSE	nonsig	TRUE	down	-0.6065152826086955	3.9177341308497225e-4	FALSE	nonsig	TRUE	down
ATOX1	ATOX1	ortholog_one2many	1.6453529189030311	1.131552339360804e-26	TRUE	up	TRUE	up	0.5064886086956527	5.0417156562668525e-5	FALSE	nonsig	TRUE	up
GEMIN4	GEMIN4	ortholog_one2one	1.5279961190424252	5.2971739982856095e-25	TRUE	up	TRUE	up	1.2225001739130434	2.111730202677444e-7	TRUE	up	TRUE	up
HOXA6	HOXA6	ortholog_one2one	-1.2595498755878805	3.999957769257257e-26	FALSE	nonsig	TRUE	down	-0.7020957391304344	2.060757647605869e-7	FALSE	nonsig	TRUE	down
DOCK4	DOCK4	ortholog_one2one	1.9261863585272752	3.4757295161373364e-23	TRUE	up	TRUE	up	0.6675738260869566	0.00683899756451749	FALSE	nonsig	TRUE	up
SLC31A1	SLC31A1	ortholog_one2one	1.898600894115153	1.2397438832531798e-19	TRUE	up	TRUE	up	0.7710916521739138	9.502560537256176e-6	FALSE	nonsig	TRUE	up
ARHGEF12	ARHGEF12	ortholog_one2one	-1.0198104231454557	1.0252017459406835e-28	FALSE	nonsig	TRUE	down	-0.6402191884057967	6.346142227298908e-7	FALSE	nonsig	TRUE	down
UBE2S	UBE2S	ortholog_one2one	3.1503106371454583	5.897000436688805e-32	TRUE	up	TRUE	up	1.333093347826088	3.1488639933944594e-5	TRUE	up	TRUE	up
SLC22A1	SLC22A1	ortholog_one2one	-1.3352318449393958	7.480071904793009e-25	FALSE	nonsig	TRUE	down	-0.6328205869565219	0.08184076432071197	FALSE	nonsig	TRUE	down
CHCHD7	CHCHD7	ortholog_one2one	-1.3328723257787896	6.249953991397012e-26	FALSE	nonsig	TRUE	down	-2.079872260869564	2.8098934213129547e-6	TRUE	down	TRUE	down
