human_symbol	dog_symbol	orthology_type	human_logFC	human_adj.P	human_is_sig_strict	human_dir_strict	human_is_sig_broad	human_dir_broad	dog_logFC	dog_adj.P	dog_is_sig_strict	dog_dir_strict	dog_is_sig_broad	dog_dir_broad
UBLCP1	UBLCP1	ortholog_one2one	1.240843860109092	1.360926845565556e-21	FALSE	nonsig	TRUE	up	0.7037878695652168	5.15583818875647e-7	FALSE	nonsig	TRUE	up
NDUFA11	NDUFA11	ortholog_one2one	2.012307981818184	9.4757019433485e-26	TRUE	up	TRUE	up	0.7118047826086964	4.277427613542759e-7	FALSE	nonsig	TRUE	up
DPY19L4	DPY19L4	ortholog_one2one	2.0764729394484864	1.4090750316814545e-22	TRUE	up	TRUE	up	0.7765612173913046	6.471459356715241e-6	FALSE	nonsig	TRUE	up
PGAM1	PGAM1	ortholog_one2one	1.5325952740000006	1.4923996720763925e-29	TRUE	up	TRUE	up	0.6852106304347831	7.961815580604604e-8	FALSE	nonsig	TRUE	up
KIF15	KIF15	ortholog_one2one	3.5656889220969736	1.2234563969483789e-22	TRUE	up	TRUE	up	1.9924239913043489	3.693831983095893e-9	TRUE	up	TRUE	up
BYSL	BYSL	ortholog_one2one	1.75284733158182	1.199202447013852e-19	TRUE	up	TRUE	up	0.8442123260869571	9.159679289895032e-7	FALSE	nonsig	TRUE	up
GM2A	GM2A	ortholog_one2one	-3.098256206903034	8.254458846379334e-32	TRUE	down	TRUE	down	-1.2748736521739124	5.412422429653623e-6	TRUE	down	TRUE	down
ZNF451	ZNF451	ortholog_one2one	2.1391393245090926	2.367098068650633e-31	TRUE	up	TRUE	up	0.7887640000000012	4.598970495506163e-8	FALSE	nonsig	TRUE	up
CLP1	CLP1	ortholog_one2one	1.3133543096727287	9.982133468704995e-32	FALSE	nonsig	TRUE	up	0.7549753478260876	4.9350123583434136e-5	FALSE	nonsig	TRUE	up
TTK	TTK	ortholog_one2one	3.924942984636365	7.471960515521359e-23	TRUE	up	TRUE	up	2.3710550869565212	4.085450949026675e-8	TRUE	up	TRUE	up
ARFIP2	ARFIP2	ortholog_one2one	1.64714402979394	2.701310579730354e-20	TRUE	up	TRUE	up	0.5077746086956528	8.527505989509077e-5	FALSE	nonsig	TRUE	up
DPEP3	DPEP3	ortholog_one2one	-1.4631368297090928	9.891825578060326e-21	FALSE	nonsig	TRUE	down	-0.8337213478260865	5.679749764381214e-6	FALSE	nonsig	TRUE	down
DSN1	DSN1	ortholog_one2one	1.612213203703032	2.811325476159398e-19	TRUE	up	TRUE	up	1.7288324347826094	5.895382012537809e-10	TRUE	up	TRUE	up
BST1	BST1	ortholog_one2one	1.5983405164545466	1.7311835034295718e-26	TRUE	up	TRUE	up	0.7996422391304355	1.8434133352916258e-5	FALSE	nonsig	TRUE	up
TPM2	TPM2	ortholog_one2one	-1.2848554867696986	1.7400696096296357e-19	FALSE	nonsig	TRUE	down	-0.8596104456521735	2.4289081165836e-4	FALSE	nonsig	TRUE	down
PCNA	PCNA	ortholog_one2one	2.849537122303033	2.30407561243269e-24	TRUE	up	TRUE	up	1.0413391304347823	9.659054275538886e-9	TRUE	up	TRUE	up
ADSL	ADSL	ortholog_one2one	1.2868896224333348	3.5067878523094483e-22	FALSE	nonsig	TRUE	up	0.6915116739130439	2.7947440183942235e-4	FALSE	nonsig	TRUE	up
MRPL32	MRPL32	ortholog_one2one	1.2323362881818187	6.2057583677761615e-21	FALSE	nonsig	TRUE	up	0.7011066956521746	1.2054248629303235e-6	FALSE	nonsig	TRUE	up
FLOT1	FLOT1	ortholog_one2one	-1.879363899572729	2.637350391436671e-31	TRUE	down	TRUE	down	-0.8687629891304343	1.4289666883391218e-6	FALSE	nonsig	TRUE	down
KRTCAP3	KRTCAP3	ortholog_one2one	-1.3791484655030322	4.662949690197331e-19	FALSE	nonsig	TRUE	down	-1.2317844347826084	1.1358839509585684e-9	TRUE	down	TRUE	down
RRBP1	RRBP1	ortholog_one2one	-2.030068859390912	8.769287804279537e-20	TRUE	down	TRUE	down	-0.641290260869565	2.7023797289908713e-4	FALSE	nonsig	TRUE	down
GNG2	GNG2	ortholog_one2one	-2.0172441851030327	4.692356976978165e-22	TRUE	down	TRUE	down	-0.7168249999999994	0.03173971623745201	FALSE	nonsig	TRUE	down
ZNF624	ZNF624	ortholog_one2one	-1.8309420565818215	8.379361546219044e-27	TRUE	down	TRUE	down	-0.602725956521739	0.00130696595145258	FALSE	nonsig	TRUE	down
TSPAN33	TSPAN33	ortholog_one2one	-2.1074660126727287	6.2637750027720305e-21	TRUE	down	TRUE	down	-0.5770253913043475	2.4782372783709357e-7	FALSE	nonsig	TRUE	down
TBL1X	TBL1X	ortholog_one2many	-1.9328293442030329	1.2285990895933926e-21	TRUE	down	TRUE	down	-0.6530623043478265	0.01699098014110686	FALSE	nonsig	TRUE	down
TTC12	TTC12	ortholog_one2one	-1.1799775112242434	5.432324544211142e-24	FALSE	nonsig	TRUE	down	-0.9182881449275364	1.171520379635797e-7	FALSE	nonsig	TRUE	down
TRIM28	TRIM28	ortholog_one2one	1.855756495103032	5.1692372331628664e-24	TRUE	up	TRUE	up	0.7190180217391313	1.0674178222731281e-7	FALSE	nonsig	TRUE	up
PSMB3	PSMB3	ortholog_one2one	1.3235638040303042	6.616115571910258e-26	FALSE	nonsig	TRUE	up	0.6691141884057991	4.969655682886794e-10	FALSE	nonsig	TRUE	up
COMMD8	COMMD8	ortholog_one2one	2.2611212644666674	6.674015230233619e-30	TRUE	up	TRUE	up	1.0103282608695667	3.7600019504614315e-8	TRUE	up	TRUE	up
DHX15	DHX15	ortholog_one2one	1.2834013965636366	1.547612407100619e-19	FALSE	nonsig	TRUE	up	0.5636688369565231	3.767003789620069e-6	FALSE	nonsig	TRUE	up
NUDCD1	NUDCD1	ortholog_one2one	1.7007626938272735	3.9287481224256206e-27	TRUE	up	TRUE	up	0.8063033043478269	2.9051929661349085e-6	FALSE	nonsig	TRUE	up
ARHGAP9	ARHGAP9	ortholog_one2one	-2.1784201672060624	3.22684522336923e-21	TRUE	down	TRUE	down	-0.6558539130434782	1.4770498866163468e-4	FALSE	nonsig	TRUE	down
IFRD2	IFRD2	ortholog_one2one	1.7685959732727283	1.2067258068200608e-24	TRUE	up	TRUE	up	0.8341095797101463	4.277427613542759e-7	FALSE	nonsig	TRUE	up
RAB30	RAB30	ortholog_one2one	-2.52211672138182	3.7512878247755964e-27	TRUE	down	TRUE	down	-2.137806956521739	5.8552819877635335e-8	TRUE	down	TRUE	down
NTN5	HSD17B14	ortholog_one2one	-1.0435733240151528	8.07932202968312e-27	FALSE	nonsig	TRUE	down	-1.880250130434782	6.764223957991605e-5	TRUE	down	TRUE	down
PRCP	PRCP	ortholog_one2one	-1.51775310737879	1.1013831134800792e-28	TRUE	down	TRUE	down	-0.6251680869565212	3.3592474839102215e-5	FALSE	nonsig	TRUE	down
TRIM44	TRIM44	ortholog_one2one	1.3961670843212135	1.7462859669323837e-19	FALSE	nonsig	TRUE	up	0.8524417536231884	2.077450383527112e-7	FALSE	nonsig	TRUE	up
LPP	LPP	ortholog_one2one	-2.9085361963030336	1.4341456628492009e-21	TRUE	down	TRUE	down	-0.5383550543478256	3.943909735029754e-6	FALSE	nonsig	TRUE	down
SLC20A1	SLC20A1	ortholog_one2one	2.150188679915153	6.1912493326377155e-25	TRUE	up	TRUE	up	0.9299935217391304	4.245363869906114e-7	FALSE	nonsig	TRUE	up
RCN3	RCN3	ortholog_one2one	-1.4339273261212142	1.2504772971960026e-28	FALSE	nonsig	TRUE	down	-0.8190640434782602	9.107072651807416e-7	FALSE	nonsig	TRUE	down
TRIM69	TRIM69	ortholog_one2one	-1.863037630248487	5.301055586235442e-20	TRUE	down	TRUE	down	-1.4570193043478246	1.3073353404354427e-5	TRUE	down	TRUE	down
WARS2	WARS2	ortholog_one2one	2.2370204317090923	1.3464320838764066e-26	TRUE	up	TRUE	up	0.5857190869565219	0.00115095796449519	FALSE	nonsig	TRUE	up
GNG3	GNG3	ortholog_one2one	-1.1709795810181831	2.2729559667122688e-21	FALSE	nonsig	TRUE	down	-0.7006880434782601	2.3196999998444955e-4	FALSE	nonsig	TRUE	down
MRPL37	MRPL37	ortholog_one2one	1.928646662739395	1.7973877562251748e-27	TRUE	up	TRUE	up	0.5991108478260866	1.3983609409770072e-5	FALSE	nonsig	TRUE	up
OLFM1	OLFM1	ortholog_one2one	1.3163046781454562	7.171867217637116e-24	FALSE	nonsig	TRUE	up	1.9290753478260871	0.00664704251424643	TRUE	up	TRUE	up
CORO2B	CORO2B	ortholog_one2one	-1.7381367121878808	1.4365443844869553e-22	TRUE	down	TRUE	down	-0.5692767826086955	5.207060995376187e-6	FALSE	nonsig	TRUE	down
PSMA5	PSMA5	ortholog_one2one	1.271565900648486	3.771579801979043e-24	FALSE	nonsig	TRUE	up	0.7587597971014512	0.0305933142618818	FALSE	nonsig	TRUE	up
B4GALT4	B4GALT4	ortholog_one2one	-1.4251991614181831	1.576522316874576e-19	FALSE	nonsig	TRUE	down	-0.8865254782608697	2.0143672723462136e-4	FALSE	nonsig	TRUE	down
RPA2	RPA2	ortholog_one2one	1.466457679721213	5.20047500467069e-28	FALSE	nonsig	TRUE	up	0.8145015217391309	1.5238846226811609e-6	FALSE	nonsig	TRUE	up
DTL	DTL	ortholog_one2one	3.2281665285848513	1.7963184018523735e-19	TRUE	up	TRUE	up	1.6317832173913054	2.899570560415259e-9	TRUE	up	TRUE	up
TAPBPL	TAPBPL	ortholog_one2one	-1.6788534622272742	2.1338524890751698e-26	TRUE	down	TRUE	down	-0.9585123043478254	2.1327180865449263e-5	FALSE	nonsig	TRUE	down
SNTB2	SNTB2	ortholog_one2one	-1.4044761886848498	1.6483976698932566e-20	FALSE	nonsig	TRUE	down	-1.7926673913043478	1.1562245304629063e-6	TRUE	down	TRUE	down
RIOK1	RIOK1	ortholog_one2one	2.0820518499333343	1.1207985439847385e-30	TRUE	up	TRUE	up	0.5821492173913051	2.1207598793255736e-6	FALSE	nonsig	TRUE	up
TUBG1	TUBG1	ortholog_one2one	2.434006945430305	2.8798331537361556e-26	TRUE	up	TRUE	up	0.6440282608695658	1.825432162638479e-5	FALSE	nonsig	TRUE	up
VPS8	VPS8	ortholog_one2one	1.911151617909092	1.1726562938208348e-22	TRUE	up	TRUE	up	0.5187039130434785	0.00620394857517714	FALSE	nonsig	TRUE	up
EPS8	EPS8	ortholog_one2one	4.22748226634546	7.805050507870157e-22	TRUE	up	TRUE	up	0.7325590652173916	0.00181846913600401	FALSE	nonsig	TRUE	up
PLOD2	PLOD2	ortholog_one2one	3.580733583039399	2.7163438272048755e-29	TRUE	up	TRUE	up	0.8227808260869565	0.00723623920176998	FALSE	nonsig	TRUE	up
WDR74	WDR74	ortholog_one2one	1.6149883149818205	8.652564353242054e-27	TRUE	up	TRUE	up	0.6978925434782615	5.6767694410575015e-5	FALSE	nonsig	TRUE	up
LMCD1	LMCD1	ortholog_one2one	-1.5852138673212146	8.620304570840405e-20	TRUE	down	TRUE	down	-0.840371760869565	3.824830939249485e-4	FALSE	nonsig	TRUE	down
HMBS	HMBS	ortholog_one2one	1.836913092739396	3.460478341364539e-25	TRUE	up	TRUE	up	0.6324458043478272	6.291866957948461e-6	FALSE	nonsig	TRUE	up
ITGB7	ITGB7	ortholog_one2one	-1.995970886484852	1.992800411659916e-20	TRUE	down	TRUE	down	-1.4809263768115937	9.633684960083054e-7	TRUE	down	TRUE	down
NUB1	NUB1	ortholog_one2one	-2.0953022549757607	4.522634323396539e-23	TRUE	down	TRUE	down	-0.5160380248447204	9.180968815164325e-7	FALSE	nonsig	TRUE	down
OSBPL10	OSBPL10	ortholog_one2one	-1.4636331010969712	3.2515339042878243e-20	FALSE	nonsig	TRUE	down	-0.5197229130434781	0.00390006547189952	FALSE	nonsig	TRUE	down
ACAD9	ACAD9	ortholog_one2one	1.2238685724060607	1.5954299381526516e-24	FALSE	nonsig	TRUE	up	0.661292721739131	2.412855205746465e-6	FALSE	nonsig	TRUE	up
PRMT3	PRMT3	ortholog_one2one	3.2846354932000033	7.300241746940049e-31	TRUE	up	TRUE	up	1.4004912028985517	1.656815012691908e-11	TRUE	up	TRUE	up
SLC6A12	SLC6A12	ortholog_one2one	1.9077087848121224	2.9897875942100373e-27	TRUE	up	TRUE	up	2.155070173913044	0.0018648192659825	TRUE	up	TRUE	up
METTL1	METTL1	ortholog_one2one	1.5756866052969714	2.6731523556120943e-20	TRUE	up	TRUE	up	0.8830044782608693	3.511057587375387e-7	FALSE	nonsig	TRUE	up
CAMK1	CAMK1	ortholog_one2one	-3.2174531948363674	3.569807604949434e-26	TRUE	down	TRUE	down	-1.127530499999999	1.28950012053896e-7	TRUE	down	TRUE	down
DPEP2	DPEP2	ortholog_one2one	-2.229445833436366	1.0750049302541553e-22	TRUE	down	TRUE	down	-0.9363616086956518	1.306112051780087e-6	FALSE	nonsig	TRUE	down
ENO2	ENO2	ortholog_one2one	-2.8503832556909128	5.696246364347194e-19	TRUE	down	TRUE	down	-0.8394554782608685	0.03594293837216407	FALSE	nonsig	TRUE	down
TMEM106A	TMEM106A	ortholog_one2one	-1.3347668838363658	2.0419360575706897e-20	FALSE	nonsig	TRUE	down	-0.5946152173913035	0.02297563427700689	FALSE	nonsig	TRUE	down
ADIPOR2	ADIPOR2	ortholog_one2one	1.6226692471757591	1.5050409625073266e-30	TRUE	up	TRUE	up	0.9530440000000004	1.7466903510277237e-5	FALSE	nonsig	TRUE	up
WNT5B	WNT5B	ortholog_one2one	-1.3116010604242438	4.465208254212129e-31	FALSE	nonsig	TRUE	down	-0.7549967391304345	0.06088060195079546	FALSE	nonsig	TRUE	down
NRBP1	NRBP1	ortholog_one2one	-1.3326947562000016	4.7605301314075224e-20	FALSE	nonsig	TRUE	down	-0.5779258550724633	4.2333947736495625e-7	FALSE	nonsig	TRUE	down
CMKLR1	CMKLR1	ortholog_one2one	2.2050015372000016	1.0010195133869773e-30	TRUE	up	TRUE	up	1.010403652173914	1.853420514666272e-5	TRUE	up	TRUE	up
PLSCR1	PLSCR1	ortholog_one2one	2.299554211733337	4.8027982998025996e-21	TRUE	up	TRUE	up	1.010217782608695	8.771686966215095e-4	TRUE	up	TRUE	up
KAT2A	KAT2A	ortholog_one2one	1.8575394138363643	1.6068497996687811e-27	TRUE	up	TRUE	up	0.9517976086956528	4.127112531251384e-8	FALSE	nonsig	TRUE	up
C4BPB	C4BPB	ortholog_one2one	-1.5478917769393965	3.052958889055657e-23	TRUE	down	TRUE	down	-1.4778801739130432	0.01268444823770257	TRUE	down	TRUE	down
COPZ2	COPZ2	ortholog_one2one	-1.4709170089606072	7.064275588856855e-19	FALSE	nonsig	TRUE	down	-1.1187055434782605	6.502733628079501e-4	TRUE	down	TRUE	down
IMPDH2	IMPDH2	ortholog_one2one	2.1105175744242453	5.6825639196184295e-25	TRUE	up	TRUE	up	0.6856852173913048	5.385807484658431e-7	FALSE	nonsig	TRUE	up
LRPPRC	LRPPRC	ortholog_one2one	1.5903882896181836	2.4923018738297387e-26	TRUE	up	TRUE	up	0.6948966376811598	4.438163992148165e-6	FALSE	nonsig	TRUE	up
PELI3	PELI3	ortholog_one2one	-1.5021011973393956	7.654008405479881e-20	TRUE	down	TRUE	down	-0.7051783913043471	9.190719234829024e-6	FALSE	nonsig	TRUE	down
ABTB1	ABTB1	ortholog_one2one	-1.2833430912666677	3.873806995415448e-29	FALSE	nonsig	TRUE	down	-0.5169531304347819	0.00300973158199312	FALSE	nonsig	TRUE	down
UBE2E3	UBE2E3	ortholog_one2one	1.5441097516363642	7.260626254244663e-23	TRUE	up	TRUE	up	0.8418736086956518	0.0032638823910771	FALSE	nonsig	TRUE	up
OLA1	OLA1	ortholog_one2one	1.084970910881819	5.440962626415151e-22	FALSE	nonsig	TRUE	up	0.5065898608695648	1.882892318932437e-7	FALSE	nonsig	TRUE	up
FH	FH	ortholog_one2one	1.6122228752606085	2.2378804908089746e-30	TRUE	up	TRUE	up	0.9851323188405808	1.8140206276590558e-10	FALSE	nonsig	TRUE	up
PARP1	PARP1	ortholog_one2one	1.2877823052545465	4.729704329903143e-21	FALSE	nonsig	TRUE	up	0.7425321956521743	8.025920213898542e-6	FALSE	nonsig	TRUE	up
HSD11B1	HSD11B1	ortholog_one2one	2.9805733907454575	3.389373093382463e-20	TRUE	up	TRUE	up	1.7855170869565216	3.2727118808659674e-5	TRUE	up	TRUE	up
ST7L	ST7L	ortholog_one2one	-1.0628045135151525	6.123396178978441e-19	FALSE	nonsig	TRUE	down	-0.7843360869565222	4.5291497971126216e-4	FALSE	nonsig	TRUE	down
ADAR	ADAR	ortholog_one2one	1.1316050761818184	6.0275553289065256e-27	FALSE	nonsig	TRUE	up	0.6477293043478262	2.1575778642781197e-7	FALSE	nonsig	TRUE	up
CRYBA4	CRYBA4	ortholog_one2one	-1.2289194927878802	2.5604980911630065e-12	FALSE	nonsig	TRUE	down	-0.5550712173913037	1.2984209630184686e-4	FALSE	nonsig	TRUE	down
DSG2	DSG2	ortholog_one2one	1.01106563369091	8.649312579619879e-11	FALSE	nonsig	TRUE	up	0.6256322717391303	5.504811939523654e-7	FALSE	nonsig	TRUE	up
PHEX	PHEX	ortholog_one2one	1.1856501479333357	7.030214651142701e-11	FALSE	nonsig	TRUE	up	2.270708065217391	4.2209054328183626e-4	TRUE	up	TRUE	up
PKHD1L1	PKHD1L1	ortholog_one2one	-2.8711350739515176	1.0177187963140721e-13	TRUE	down	TRUE	down	-1.2553306086956515	0.002012759773448	TRUE	down	TRUE	down
MINPP1	MINPP1	ortholog_one2one	1.8120749758060624	2.0621537401537174e-18	TRUE	up	TRUE	up	0.5725103478260878	5.749749987057352e-6	FALSE	nonsig	TRUE	up
IPO5	IPO5	ortholog_one2one	1.294701876727274	1.1329746377587944e-11	FALSE	nonsig	TRUE	up	0.6275928405797109	2.675488222199528e-6	FALSE	nonsig	TRUE	up
CD180	CD180	ortholog_one2one	1.647776515333335	1.6424733299637851e-18	TRUE	up	TRUE	up	0.7906096956521748	5.035722700206547e-6	FALSE	nonsig	TRUE	up
ERCC6L	ERCC6L	ortholog_one2one	1.7807455785030324	5.909739763437541e-15	TRUE	up	TRUE	up	2.0177140869565218	7.083361242056394e-7	TRUE	up	TRUE	up
LIN28B	LIN28B	ortholog_one2one	1.2754057668606058	1.0118358739300604e-10	FALSE	nonsig	TRUE	up	0.981516565217392	5.442812523688417e-6	FALSE	nonsig	TRUE	up
GEMIN5	GEMIN5	ortholog_one2one	1.4514031032666674	2.2420040413150718e-17	FALSE	nonsig	TRUE	up	0.6952883913043474	4.035107529728688e-6	FALSE	nonsig	TRUE	up
MCM5	MCM5	ortholog_one2one	1.174162015454545	1.5149464268658028e-13	FALSE	nonsig	TRUE	up	1.5423490434782623	3.172796226048553e-7	TRUE	up	TRUE	up
MYBL2	MYBL2	ortholog_one2one	2.148638986284851	5.3153207173986476e-18	TRUE	up	TRUE	up	1.327096000000001	2.6365702390655782e-5	TRUE	up	TRUE	up
HEMGN	HEMGN	ortholog_one2one	-1.4788539650575776	2.4604345504792425e-11	FALSE	nonsig	TRUE	down	-0.7387256086956516	0.00886462960833705	FALSE	nonsig	TRUE	down
CLEC4G	CLEC4G	ortholog_one2one	-1.071624957036365	2.184844132350025e-12	FALSE	nonsig	TRUE	down	-1.3815043043478257	0.00182881894210069	TRUE	down	TRUE	down
VAMP1	VAMP1	ortholog_one2one	-1.082912342375758	5.122150131690311e-10	FALSE	nonsig	TRUE	down	-1.3318743478260862	7.697763767233629e-8	TRUE	down	TRUE	down
IFIT5	IFIT5	ortholog_one2one	1.77206980747879	1.3624714190739219e-14	TRUE	up	TRUE	up	0.5041398695652177	0.00367544593717168	FALSE	nonsig	TRUE	up
RNF145	RNF145	ortholog_one2one	1.0665974897030306	9.796899664021597e-12	FALSE	nonsig	TRUE	up	0.8131768695652175	0.00456550422454897	FALSE	nonsig	TRUE	up
EDEM1	EDEM1	ortholog_one2one	-1.1286452355393937	3.563997603374908e-11	FALSE	nonsig	TRUE	down	-0.5777881739130429	0.03965250823850351	FALSE	nonsig	TRUE	down
USP14	USP14	ortholog_one2one	1.0217412383454547	4.602840146654204e-17	FALSE	nonsig	TRUE	up	0.5711824673913046	2.150661422332512e-7	FALSE	nonsig	TRUE	up
CHM	CHM	ortholog_one2one	-1.158866855909092	8.557672446103108e-14	FALSE	nonsig	TRUE	down	-0.5135566521739133	5.846105203855492e-4	FALSE	nonsig	TRUE	down
ACOT8	ACOT8	ortholog_one2one	1.103382359278789	2.112297958494274e-18	FALSE	nonsig	TRUE	up	0.7526647681159431	4.0005224189552675e-6	FALSE	nonsig	TRUE	up
GRHL1	GRHL1	ortholog_one2one	1.3469571760393952	1.1857552305720532e-14	FALSE	nonsig	TRUE	up	0.5857728115942032	1.922495325939608e-5	FALSE	nonsig	TRUE	up
TNFAIP6	TNFAIP6	ortholog_one2one	2.333635464481821	6.162387316073449e-12	TRUE	up	TRUE	up	0.7538546956521739	0.01739596340337042	FALSE	nonsig	TRUE	up
KIF5C	KIF5C	ortholog_one2one	-1.7919479321212142	1.3954784099173548e-17	TRUE	down	TRUE	down	-1.2483077173913042	5.856924100194594e-7	TRUE	down	TRUE	down
RDH10	RDH10	ortholog_one2one	1.0245268831848495	3.16218853928614e-17	FALSE	nonsig	TRUE	up	0.6032407826086958	0.02087139961718553	FALSE	nonsig	TRUE	up
FOXO1	FOXO1	ortholog_one2one	-1.5280808997878808	3.683083416663787e-12	TRUE	down	TRUE	down	-0.9785458550724628	1.2635008658437049e-5	FALSE	nonsig	TRUE	down
PTGS1	PTGS1	ortholog_one2one	-2.0511978272454567	4.636239962940431e-14	TRUE	down	TRUE	down	-2.278036826086956	7.412983192470556e-8	TRUE	down	TRUE	down
UCHL3	UCHL3	ortholog_one2one	1.5101709099757583	5.494416549694408e-16	TRUE	up	TRUE	up	0.864825782608695	2.039083095498685e-5	FALSE	nonsig	TRUE	up
PBK	PBK	ortholog_one2many	2.8143870583454573	1.4284439748055655e-9	TRUE	up	TRUE	up	1.3785128478260875	1.926832213617549e-7	TRUE	up	TRUE	up
ATP6V0D2	ATP6V0D2	ortholog_one2one	1.2979915303515164	2.2600707092861923e-18	FALSE	nonsig	TRUE	up	0.7645953043478269	0.02279685341016859	FALSE	nonsig	TRUE	up
GALNT7	GALNT7	ortholog_one2one	1.0967827272818187	3.8634163182626806e-12	FALSE	nonsig	TRUE	up	0.9023935000000006	4.024251908803229e-6	FALSE	nonsig	TRUE	up
RASL11A	RASL11A	ortholog_one2one	-1.4528347856969714	1.3140800160501114e-11	FALSE	nonsig	TRUE	down	-1.6860123478260869	1.0513003088159828e-4	TRUE	down	TRUE	down
CXCR4	CXCR4	ortholog_one2many	-1.8050332776242433	1.4024618446029262e-11	TRUE	down	TRUE	down	-1.3537399999999995	0.00295742178625818	TRUE	down	TRUE	down
BID	BID	ortholog_one2many	1.0860399190303038	1.0172024357463015e-11	FALSE	nonsig	TRUE	up	1.189735	2.320726513540001e-7	TRUE	up	TRUE	up
N4BP2L1	N4BP2L1	ortholog_one2one	-1.4827683476727294	1.3585075140592362e-15	FALSE	nonsig	TRUE	down	-0.9253850434782602	7.348541348087636e-4	FALSE	nonsig	TRUE	down
ATP8A1	ATP8A1	ortholog_one2one	-1.5648452825636383	2.1100827389705385e-13	TRUE	down	TRUE	down	-0.8466336086956509	2.3681803031982228e-4	FALSE	nonsig	TRUE	down
HPSE	HPSE	ortholog_one2one	1.8095994238818196	2.190634800696231e-15	TRUE	up	TRUE	up	0.6181145652173918	0.02657470369405839	FALSE	nonsig	TRUE	up
MTX1	MTX1	ortholog_one2one	1.0629155714242429	3.133053536579136e-15	FALSE	nonsig	TRUE	up	0.6297743478260881	3.4225369701933182e-6	FALSE	nonsig	TRUE	up
SHROOM3	SHROOM3	ortholog_one2one	-1.345093803624244	2.0881396235482822e-10	FALSE	nonsig	TRUE	down	-0.614383695652174	4.943018457353966e-4	FALSE	nonsig	TRUE	down
SCG3	SCG3	ortholog_one2one	-1.2315003825636373	1.2909470388905516e-17	FALSE	nonsig	TRUE	down	-1.351927347826087	1.9012847663096935e-5	TRUE	down	TRUE	down
CD70	CD70	ortholog_one2one	1.3657371109212122	2.701059924187657e-12	FALSE	nonsig	TRUE	up	1.2006219565217398	0.0143378304209025	TRUE	up	TRUE	up
CPXM1	CPXM1	ortholog_one2one	-1.8115619832303076	1.5231404406603002e-12	TRUE	down	TRUE	down	-1.33952156521739	5.18405466273612e-4	TRUE	down	TRUE	down
KIF20B	KIF20B	ortholog_one2one	1.0377102099696969	4.1123213821962407e-10	FALSE	nonsig	TRUE	up	1.0223324347826095	1.8729147166466672e-6	TRUE	up	TRUE	up
MRPL13	MRPL13	ortholog_one2one	1.0256531687030306	5.2089268767438776e-12	FALSE	nonsig	TRUE	up	0.779171891304349	1.781583202069971e-7	FALSE	nonsig	TRUE	up
SESN1	SESN1	ortholog_one2one	1.3348253665393943	3.8989704911973265e-11	FALSE	nonsig	TRUE	up	0.5024181478260878	0.03817550529434174	FALSE	nonsig	TRUE	up
STOML2	STOML2	ortholog_one2one	1.02566788449697	2.301115852124834e-12	FALSE	nonsig	TRUE	up	0.8747018260869576	2.832733137380211e-6	FALSE	nonsig	TRUE	up
POLE3	POLE3	ortholog_one2one	1.2859283419878798	4.160650754392819e-14	FALSE	nonsig	TRUE	up	0.5310980869565217	0.00592341583450382	FALSE	nonsig	TRUE	up
